GOX,LSDC,NC,NSD,FG,W,H,Lg,LSP,nPerDecade,VgMin,VgMax,Vdd,Rfb,WK,Vth,gmax,ioff,isat,sslop,Vt,rout
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.006,0.03,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000114733264622163,1.34E-14,4.43E-05,0.0596410270204295,0.21483409675508,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.006,0.03,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000101314978127487,1.20E-14,3.31E-05,0.0596398174127273,0.218320270019365,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.007,0.032,0.01,1,-0.2,0.8,0.1,0,4.8,,0.00014162523449441,1.92E-14,4.69E-05,0.0596604977547794,0.205805987971421,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.007,0.032,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000123297270133651,1.77E-14,3.83E-05,0.0596737899702063,0.207758698869933,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.007,0.012,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000173818005795654,1.49E-13,5.53E-05,0.0627088560826058,0.2127084406776,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.007,0.012,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000141203523073473,2.00E-13,4.33E-05,0.0619602174210628,0.199533861156087,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.007,0.014,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000161562307466771,1.25E-13,5.27E-05,0.0620277528330955,0.203493905131607,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.007,0.014,0.02,1,-0.2,0.8,0.1,0,4.8,,,,,,,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.007,0.016,0.01,1,-0.2,0.8,0.1,0,4.8,,0.00015857200567783,7.75E-14,5.11E-05,0.0615197989813265,0.204083973704051,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.007,0.016,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000139612242485001,6.29E-14,4.04E-05,0.0611430502182741,0.207917995876451,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.007,0.018,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000158728462378588,5.35E-14,5.14E-05,0.0605933983581104,0.204124691149139,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.007,0.018,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000140170508414349,4.03E-14,4.20E-05,0.0603021228143206,0.209649067914696,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.007,0.02,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000155572753461074,3.90E-14,5.27E-05,0.0602268381277529,0.205489437834022,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.007,0.02,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000139672210482908,3.32E-14,4.23E-05,0.0602082243811233,0.209734314843703,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.007,0.022,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000154506860369986,3.36E-14,5.34E-05,0.060198207649462,0.204847115068915,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.007,0.022,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000136038710952331,2.64E-14,4.17E-05,0.0600866908752715,0.209566396764764,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.007,0.024,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000149918208095401,2.64E-14,5.07E-05,0.0599713076034429,0.206502324858759,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.007,0.024,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000134778007750545,2.34E-14,4.17E-05,0.059919046797562,0.209345980781161,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.007,0.026,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000146054986752572,2.30E-14,5.01E-05,0.0598055050875253,0.206953790077868,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.007,0.026,0.02,1,-0.2,0.8,0.1,0,4.8,,0.00013454770352264,2.15E-14,4.29E-05,0.0597920092165217,0.208884461485479,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.007,0.028,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000144494505413224,2.14E-14,5.06E-05,0.059801149957213,0.206548362955127,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.007,0.028,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000125215711969841,1.95E-14,3.77E-05,0.0597849451072786,0.208705823988114,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.007,0.03,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000142964444944506,2.03E-14,5.08E-05,0.0596805680041895,0.205906308317219,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.012,0.007,0.03,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000127908703829218,1.85E-14,3.95E-05,0.0596450563025327,0.208072311896313,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.008,0.032,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000137570715387752,3.38E-14,5.72E-05,0.0597378215739458,0.195329102701248,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.008,0.032,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000124808305285159,3.20E-14,4.94E-05,0.0597045985274883,0.197285258344413,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.008,0.012,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000177685000685645,6.71E-13,7.02E-05,0.0639208099768313,0.187013780797726,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.008,0.012,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000146290803336592,7.96E-13,5.70E-05,0.0642938182504675,0.178261748497628,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.008,0.014,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000163497677496157,4.05E-13,6.53E-05,0.0633661708640174,0.18670644524675,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.008,0.014,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000142705227577493,2.92E-13,5.24E-05,0.0620602700831932,0.189590646976644,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.008,0.016,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000165148714710952,2.25E-13,6.70E-05,0.0624076495088932,0.189146426965333,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.008,0.016,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000142072724707969,1.84E-13,5.30E-05,0.0615475506126787,0.19242237418235,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.008,0.018,0.01,1,-0.2,0.8,0.1,0,4.8,,,,,,,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.008,0.018,0.02,1,-0.2,0.8,0.1,0,4.8,,0.00014052204592249,1.03E-13,5.29E-05,0.0610240819000738,0.196726841037227,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.008,0.02,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000160643007994206,8.26E-14,6.68E-05,0.0606741481316989,0.194347565287997,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.008,0.02,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000141433557647625,7.72E-14,5.49E-05,0.0608150901131231,0.198740838012204,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.008,0.022,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000160624945585134,6.74E-14,6.73E-05,0.0603359031510547,0.19409342722036,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.008,0.022,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000137908178663323,5.64E-14,5.43E-05,0.0605306312502605,0.20003570606742,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.008,0.024,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000150960597822725,5.24E-14,6.33E-05,0.0602941556934154,0.196206128415002,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.008,0.024,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000135793427796633,4.60E-14,5.40E-05,0.0601745525281136,0.199818296273609,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.008,0.026,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000147542028938399,4.31E-14,6.27E-05,0.0600252746343436,0.196948807128864,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.008,0.026,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000135224388901513,4.13E-14,5.49E-05,0.0599932370931176,0.198752560051419,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.008,0.028,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000145290466775773,3.91E-14,6.23E-05,0.0598960140246511,0.19639211684998,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.008,0.028,0.02,1,-0.2,0.8,0.1,0,4.8,,0.00012810050306813,3.66E-14,4.93E-05,0.0598865579853552,0.198795959525941,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.008,0.03,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000144037004790416,3.66E-14,6.19E-05,0.0598550765408477,0.195530761716605,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.008,0.03,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000128417320243448,3.43E-14,5.05E-05,0.0598484051168462,0.197699857396383,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.004,0.032,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000104418233638799,5.91E-15,3.28E-05,0.059605218842695,0.234825691458532,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.004,0.032,0.02,1,-0.2,0.8,0.1,0,4.8,,9.63E-05,6.12E-15,3.01E-05,0.0596102238488586,0.23482796295535,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.004,0.012,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000123364533541832,1.63E-14,3.84E-05,0.0606809800392217,0.24642508259219,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.004,0.012,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000109334442469075,1.45E-14,3.31E-05,0.0602716803275863,0.246764370624368,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.004,0.014,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000120544881722538,1.07E-14,3.84E-05,0.0600102326226433,0.246841216455333,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.004,0.014,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000108270617878725,1.05E-14,3.18E-05,0.0600377434764385,0.247767526878267,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.004,0.016,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000120299206712729,9.36E-15,3.87E-05,0.0598888401697868,0.245054662291721,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.004,0.016,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000108161893630045,9.20E-15,3.25E-05,0.0598588114207994,0.245233300027496,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.004,0.018,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000121175817499117,8.66E-15,3.88E-05,0.059877132271714,0.242770683700139,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.004,0.018,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000106893958302459,8.49E-15,3.31E-05,0.0597557509762185,0.243596284100688,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.004,0.02,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000116273955537329,7.60E-15,4.00E-05,0.0597271498330707,0.241756755631178,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.004,0.02,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000106498554514927,7.59E-15,3.23E-05,0.0596961285153307,0.241792631584638,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.004,0.022,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000116735189776336,7.53E-15,4.11E-05,0.0596534794970936,0.240238262016884,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.004,0.022,0.02,1,-0.2,0.8,0.1,0,4.8,,0.00010324879777416,7.07E-15,2.91E-05,0.0596546261134868,0.240525054826135,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.004,0.024,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000115199492914302,6.80E-15,4.19E-05,0.0596334673206214,0.238882405493427,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.004,0.024,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000102669589735342,6.77E-15,2.99E-05,0.0596249583188884,0.239321927903197,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.004,0.026,0.01,1,-0.2,0.8,0.1,0,4.8,,0.00011385546685964,6.45E-15,4.26E-05,0.0596135416175616,0.237881330290699,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.004,0.026,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000103356243351999,6.94E-15,3.33E-05,0.0596067740514024,0.237808712828757,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.004,0.028,0.01,1,-0.2,0.8,0.1,0,4.8,,0.00011309428609292,6.30E-15,4.35E-05,0.0596068055874086,0.23680296818162,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.004,0.028,0.02,1,-0.2,0.8,0.1,0,4.8,,9.79E-05,6.30E-15,2.94E-05,0.0596184592411726,0.236929135830399,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.004,0.03,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000113559327852497,6.49E-15,4.48E-05,0.0595909964458716,0.235597045774127,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.004,0.03,0.02,1,-0.2,0.8,0.1,0,4.8,,9.88E-05,6.27E-15,3.03E-05,0.0596038448882309,0.235654638753708,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.005,0.032,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000114802451902512,9.52E-15,3.87E-05,0.0596301311777694,0.225595233213318,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.005,0.032,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000104252089040517,8.92E-15,3.44E-05,0.0596246458368644,0.227062672998159,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.005,0.012,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000144877927249037,2.75E-14,4.63E-05,0.0608898945649218,0.235075685251185,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.005,0.012,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000119750843519564,3.93E-14,3.81E-05,0.0608717231168242,0.228913715135012,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.005,0.014,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000128050370925295,2.70E-14,4.21E-05,0.060745873769008,0.228579030741742,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.005,0.014,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000116667337336225,2.30E-14,3.63E-05,0.060500426464008,0.232108180788154,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.005,0.016,0.01,1,-0.2,0.8,0.1,0,4.8,,0.00012855578243438,2.10E-14,4.43E-05,0.0601843506683448,0.227799570656773,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.005,0.016,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000116825128032967,1.79E-14,3.69E-05,0.0601359180669354,0.231515264727109,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.005,0.018,0.01,1,-0.2,0.8,0.1,0,4.8,,,,,,,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.005,0.018,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000116837123243564,1.46E-14,3.76E-05,0.05994122977996,0.231220655935916,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.005,0.02,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000126567340676057,1.48E-14,4.67E-05,0.0597698364961531,0.227161547585544,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.005,0.02,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000116727316240054,1.27E-14,3.73E-05,0.0598479839065604,0.230346941559298,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.005,0.022,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000126373876289633,1.38E-14,4.78E-05,0.0597838507460198,0.22612148008936,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.005,0.022,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000113085031635504,1.14E-14,3.56E-05,0.0597517023358434,0.229856024172162,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.005,0.024,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000126726900248779,1.17E-14,4.73E-05,0.059719407296209,0.227269856840646,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.005,0.024,0.02,1,-0.2,0.8,0.1,0,4.8,,0.0001126163898642,1.06E-14,3.59E-05,0.0597114332962464,0.229299391400914,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.005,0.026,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000126291311625435,1.07E-14,4.77E-05,0.0596822140457543,0.227074764388071,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.005,0.026,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000113680326173452,1.02E-14,3.82E-05,0.0596674520957559,0.228486751678828,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.005,0.028,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000125616712146984,1.02E-14,4.83E-05,0.0596373864683941,0.226522059419668,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.005,0.028,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000105348836626996,9.60E-15,3.38E-05,0.0596279265529313,0.228160031516125,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.005,0.03,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000126204501807204,1.00E-14,4.94E-05,0.0596277861628524,0.225933439667266,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.005,0.03,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000107130684825039,9.26E-15,3.52E-05,0.0596244294094056,0.227499710208221,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.006,0.032,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000113644838694272,1.65E-14,4.15E-05,0.0596509244986861,0.210015792341588,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.006,0.032,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000106774870708601,1.50E-14,3.78E-05,0.0596373344703597,0.21271908648607,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.006,0.012,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000145503585279399,7.04E-14,5.37E-05,0.0616209252425928,0.220333906506654,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.006,0.012,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000124669761160527,1.14E-13,4.33E-05,0.0617140831805991,0.208633959275038,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.006,0.014,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000132252002914403,7.86E-14,4.89E-05,0.061677160616681,0.209546238672222,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.006,0.014,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000121946922247367,5.89E-14,4.04E-05,0.0610652459502854,0.215154054455743,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.006,0.016,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000132405117000212,5.16E-14,5.09E-05,0.0609466574600202,0.209481030522246,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.006,0.016,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000121020679582105,4.11E-14,4.10E-05,0.0605496276295093,0.21555631784249,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.006,0.018,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000132095431781121,3.95E-14,5.17E-05,0.0603252609706469,0.209292038235783,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.006,0.018,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000119448038086723,2.95E-14,3.96E-05,0.0601654529049008,0.216709114792827,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.006,0.02,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000129009122812651,3.07E-14,5.26E-05,0.0601359470304712,0.2100969701313,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.006,0.02,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000120554069330284,2.49E-14,4.19E-05,0.0601017956444725,0.216041159397449,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.006,0.022,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000127960793108627,2.68E-14,5.36E-05,0.0598812006503125,0.209051247999096,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.006,0.022,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000117568362045848,2.09E-14,4.09E-05,0.0598781323946,0.215511447898526,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.006,0.024,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000126321771890075,2.16E-14,5.16E-05,0.0598037374295999,0.211518833475267,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.006,0.024,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000116257129427528,1.89E-14,4.12E-05,0.0598055700336339,0.21506951054107,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.006,0.026,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000124128375005057,1.92E-14,5.16E-05,0.0597605762338532,0.211599488137751,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.006,0.026,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000115888618709237,1.77E-14,4.25E-05,0.0597483328224133,0.214195577541407,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.006,0.028,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000122264022296995,1.80E-14,5.18E-05,0.0597110010353111,0.211043157501371,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.006,0.028,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000109095244730988,1.63E-14,3.74E-05,0.0596795444298343,0.213953652674883,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.006,0.03,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000120515487580456,1.73E-14,5.15E-05,0.059659942457823,0.210316900286485,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.006,0.03,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000109872362046053,1.57E-14,3.89E-05,0.0596477281486724,0.213110973985105,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.007,0.032,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000136115164792063,2.59E-14,5.13E-05,0.0596808563227893,0.201655763640872,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.007,0.032,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000123522627724448,2.40E-14,4.43E-05,0.0596781075548548,0.203173842441838,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.007,0.012,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000175938683558824,2.66E-13,6.38E-05,0.063070597629576,0.20386599078082,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.007,0.012,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000146117461557768,3.50E-13,5.06E-05,0.062792708417583,0.189372080197354,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.007,0.014,0.01,1,-0.2,0.8,0.1,0,4.8,,0.00015778552705736,2.09E-13,5.64E-05,0.0624135525282818,0.196812096959865,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.007,0.014,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000142370878990671,1.57E-13,4.67E-05,0.0615521195881232,0.201202783058974,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.007,0.016,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000158690025141458,1.25E-13,5.82E-05,0.0617776582832582,0.198703253988291,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.007,0.016,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000141639098735722,1.01E-13,4.72E-05,0.0612873170225579,0.202432194839509,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.007,0.018,0.01,1,-0.2,0.8,0.1,0,4.8,,,,,,,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.007,0.018,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000140485982482048,6.07E-14,4.73E-05,0.0605312060028745,0.204200404752076,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.007,0.02,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000158482989021032,5.63E-14,6.19E-05,0.0603739123694666,0.201305473316016,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.007,0.02,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000141251114352467,4.85E-14,4.89E-05,0.0603712858472816,0.2046799060086,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.007,0.022,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000157655837408312,4.76E-14,6.26E-05,0.060223802425805,0.200878484773897,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.007,0.022,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000137423692730641,3.77E-14,4.80E-05,0.0602747866489049,0.204724202370212,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.007,0.024,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000151115103255966,3.71E-14,5.90E-05,0.0601117309440132,0.202160892613473,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.007,0.024,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000135561848932543,3.24E-14,4.80E-05,0.0599259178858978,0.204500658921271,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.007,0.026,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000147577457440098,3.16E-14,5.86E-05,0.0598657295443301,0.202531883091469,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.007,0.026,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000135224377859456,2.97E-14,4.92E-05,0.0598718439165696,0.204024713537361,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.007,0.028,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000145241881033479,2.92E-14,5.86E-05,0.0598139819056002,0.202228910663462,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.007,0.028,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000126465772494566,2.68E-14,4.39E-05,0.0598155144968029,0.203915929936905,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.007,0.03,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000142239381031246,2.76E-14,5.76E-05,0.0597497793558794,0.201722024248887,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.014,0.007,0.03,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000127549208061441,2.52E-14,4.53E-05,0.0597178634749779,0.203392926762218,
