GOX,LSDC,NC,NSD,FG,W,H,Lg,LSP,nPerDecade,VgMin,VgMax,Vdd,Rfb,WK,Vth,gmax,ioff,isat,sslop,Vt,rout
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.004,0.026,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000207916417023897,1.24E-14,7.39E-05,0.0596312449971736,0.233447039629447,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.004,0.026,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000188683706819328,1.29E-14,5.49E-05,0.059626352610828,0.233357293020388,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.004,0.028,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000205590731912146,1.20E-14,7.46E-05,0.0596187622259253,0.232570234460708,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.004,0.028,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000181495640546689,1.21E-14,5.25E-05,0.0596257735548205,0.232643087775444,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.004,0.03,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000204891119081235,1.21E-14,7.60E-05,0.059603800979803,0.231558275363175,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.004,0.03,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000184327114225732,1.18E-14,5.33E-05,0.059614502781032,0.231590645019698,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.005,0.032,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000212705671651135,1.76E-14,7.13E-05,0.0596542916835087,0.2211410707409,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.005,0.032,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000188677280869061,1.89E-14,6.08E-05,0.059638922543961,0.218606459039801,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.005,0.012,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000250059628512528,1.05E-13,8.40E-05,0.0615313872229705,0.219710056491417,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.005,0.012,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000218126393128212,1.03E-13,6.38E-05,0.0616203518119213,0.222249947065601,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.005,0.014,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000234047869967373,6.68E-14,7.52E-05,0.061376051846406,0.222667605141279,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.005,0.014,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000218494559160134,5.39E-14,6.56E-05,0.060870379030505,0.227524299880628,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.005,0.016,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000232885948888816,4.65E-14,7.57E-05,0.0603130250521681,0.221827250149095,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.005,0.016,0.02,1,-0.2,0.8,0.1,0,4.8,,0.00021676630734493,3.89E-14,6.51E-05,0.0603830030585795,0.227608893810802,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.005,0.018,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000231833600289115,3.81E-14,7.65E-05,0.0601578174069261,0.221616179038195,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.005,0.018,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000216138035770218,2.94E-14,6.69E-05,0.0601139852741678,0.227986012298661,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.005,0.02,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000231455471143689,3.08E-14,8.25E-05,0.0600413619081286,0.222072106009319,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.005,0.02,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000211920362259835,2.51E-14,6.19E-05,0.0600362409071034,0.227478998512711,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.005,0.022,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000229955873294092,2.76E-14,8.36E-05,0.0598098217368663,0.220159524562122,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.005,0.022,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000204183185758811,2.16E-14,5.79E-05,0.0598237807139129,0.22719213386957,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.005,0.024,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000230211973222546,2.25E-14,8.20E-05,0.0597329765253903,0.22378143601654,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.005,0.024,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000198582714804171,2.30E-14,5.80E-05,0.0597946255214963,0.222880672407856,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.005,0.026,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000227455724778413,2.03E-14,8.21E-05,0.0597365017740991,0.223708239300093,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.005,0.026,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000199960195793958,2.16E-14,6.24E-05,0.0597178797125595,0.221446461564511,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.005,0.028,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000225603344518598,1.91E-14,8.24E-05,0.0596820130359574,0.222708072896534,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.005,0.028,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000191175582281812,2.04E-14,6.02E-05,0.059673273860884,0.220709951092964,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.005,0.03,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000225231641071226,1.84E-14,8.34E-05,0.0596479541614383,0.221649915821666,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.005,0.03,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000193797504845585,1.97E-14,6.11E-05,0.0596484016864684,0.219331749781567,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.006,0.032,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000201031014232489,3.27E-14,7.56E-05,0.0596705116085209,0.20490214676239,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.006,0.032,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000182986054323377,3.60E-14,6.43E-05,0.0596731853403138,0.203074399788882,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.006,0.012,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000243925643214615,4.12E-13,9.45E-05,0.0626320420946365,0.195650222991611,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.006,0.012,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000217719590008783,3.68E-13,7.23E-05,0.0629693821856641,0.199067402290378,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.006,0.014,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000231119561166825,2.33E-13,8.57E-05,0.0622545014106992,0.201406828099684,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.006,0.014,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000216832050477711,1.67E-13,7.19E-05,0.0615533657825552,0.206088834191584,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.006,0.016,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000228272568825784,1.42E-13,8.59E-05,0.0616376589064872,0.202107988196205,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.006,0.016,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000214235547304245,1.08E-13,7.11E-05,0.0610266548245056,0.207273353591606,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.006,0.018,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000226940442098335,9.65E-14,8.63E-05,0.0606380343749913,0.202339038340742,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.006,0.018,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000211827356647671,6.97E-14,7.13E-05,0.060458529917133,0.209080528809203,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.006,0.02,0.01,1,-0.2,0.8,0.1,0,4.8,,0.00022454014948203,7.05E-14,9.00E-05,0.0602358489153915,0.203760284191383,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.006,0.02,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000210165440369113,5.66E-14,6.92E-05,0.0603974780339464,0.20928687335973,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.006,0.022,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000221597844661698,6.03E-14,9.04E-05,0.0602110205712801,0.203193935144762,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.006,0.022,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000204210355022558,4.46E-14,6.66E-05,0.0601215588132581,0.20929830625426,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.006,0.024,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000218310821162038,4.60E-14,8.65E-05,0.0599932652636641,0.205496303796241,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.006,0.024,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000197411698240425,4.65E-14,6.70E-05,0.0599516490256831,0.205153648714403,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.006,0.026,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000214519901798812,3.97E-14,8.57E-05,0.0598305573484188,0.205911636575902,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.006,0.026,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000196552715643662,4.26E-14,6.87E-05,0.0598458334277747,0.204451313834147,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.006,0.028,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000210660141407601,3.68E-14,8.50E-05,0.0598067052743162,0.205518565183966,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.006,0.028,0.02,1,-0.2,0.8,0.1,0,4.8,,0.00018760108374997,3.99E-14,6.46E-05,0.0597898043288826,0.204026267459598,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.006,0.03,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000208692854240826,3.47E-14,8.52E-05,0.0597257584293058,0.205009464863471,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.006,0.03,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000188555345086126,3.72E-14,6.57E-05,0.059726623677833,0.203688565614318,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.007,0.032,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000245124371397168,5.56E-14,9.27E-05,0.059762281008101,0.192428891509375,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.007,0.032,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000224779204145681,5.07E-14,7.74E-05,0.0597164058972261,0.195495975875115,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.007,0.012,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000310284270490722,1.30E-12,0.000113975186511867,0.0643967181372925,0.187891190739332,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.007,0.012,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000258127361210929,1.61E-12,8.52E-05,0.0649387820372113,0.173330755429994,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.007,0.014,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000279357993588117,8.09E-13,9.84E-05,0.0637765388575511,0.181523636203792,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.007,0.014,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000258344106627167,5.69E-13,8.41E-05,0.0624698605201454,0.185455081986144,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.007,0.016,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000277052629202398,4.36E-13,9.92E-05,0.0627401818949113,0.184268267398722,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.007,0.016,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000254803138730665,3.49E-13,8.26E-05,0.0619169877488614,0.188829026732872,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.007,0.018,0.01,1,-0.2,0.8,0.1,0,4.8,,,,,,,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.007,0.018,0.02,1,-0.2,0.8,0.1,0,4.8,,0.00025439440086303,1.85E-13,8.56E-05,0.0613697527634926,0.19303960219588,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.007,0.02,0.01,1,-0.2,0.8,0.1,0,4.8,,0.00027836158714281,1.50E-13,0.000107258422597314,0.0608217259964977,0.189637212269976,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.007,0.02,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000249998629951183,1.34E-13,8.15E-05,0.0609848193003692,0.195530792977932,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.007,0.022,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000275018113518898,1.20E-13,0.000107248869750941,0.0604425111849748,0.189616121039433,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.007,0.022,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000243312934880432,9.60E-14,7.96E-05,0.0606558724401667,0.197058340859,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.007,0.024,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000264418478478903,8.99E-14,0.000100564710782721,0.0603437941333032,0.192533014647707,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.007,0.024,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000241423883077401,7.61E-14,7.96E-05,0.0602506024679994,0.197074655956994,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.007,0.026,0.01,1,-0.2,0.8,0.1,0,4.8,,0.0002582691363609,7.22E-14,9.91E-05,0.0600699570620694,0.1935765860157,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.007,0.026,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000240706852248022,6.75E-14,8.15E-05,0.0600372578504514,0.196286602519585,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.007,0.028,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000254077604338308,6.50E-14,9.83E-05,0.0599251042067863,0.193149192449764,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.007,0.028,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000229545081621197,5.92E-14,7.69E-05,0.0599432037300244,0.19648767286788,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.007,0.03,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000251533756959606,6.06E-14,9.81E-05,0.0598874200998066,0.192514885354091,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.026,0.007,0.03,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000231277649890551,5.51E-14,7.82E-05,0.0599161892883376,0.195640694042145,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.008,0.032,0.01,1,-0.2,0.8,0.1,0,4.8,,,,,,,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.008,0.032,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000226376202819256,7.95E-14,8.89E-05,0.059938591658069,0.185729127837618,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.008,0.012,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000303180723020154,5.58E-12,0.000127921919523083,0.0663601862574234,0.163840028147326,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.008,0.012,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000259301144769885,5.88E-12,0.000102725324232978,0.0678902856828226,0.153911138090955,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.008,0.014,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000279509311363702,2.41E-12,0.000117793442865945,0.0660774061131587,0.167221079603037,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.008,0.014,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000257661836098303,1.57E-12,9.84E-05,0.064076886752364,0.171210603009606,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.008,0.016,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000277430720553758,1.16E-12,0.000117640007399303,0.0643537978736909,0.173976199277866,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.008,0.016,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000254548218752038,8.96E-13,9.59E-05,0.062890360590843,0.176368998478309,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.008,0.018,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000274666988209108,6.17E-13,0.000117555063351952,0.0631944691531753,0.176766528766826,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.008,0.018,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000253865433085382,4.41E-13,9.94E-05,0.0620730218524232,0.180679809057173,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.008,0.02,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000272388904439577,2.89E-13,0.000117727869919123,0.0615720402266669,0.180481087410362,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.008,0.02,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000251099317275535,2.90E-13,9.66E-05,0.0620165119937969,0.183201442731941,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.008,0.022,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000268416689639111,2.15E-13,0.000116936094425661,0.0609219246617176,0.181237677925362,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.008,0.022,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000245313466512466,1.83E-13,9.43E-05,0.0611579571325481,0.185857252489658,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.008,0.024,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000258023636657299,1.56E-13,0.000110471162481198,0.0607207566314406,0.18359292160878,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.008,0.024,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000242573506790548,1.37E-13,9.40E-05,0.0608595937638407,0.186397745285195,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.008,0.026,0.01,1,-0.2,0.8,0.1,0,4.8,,0.00025216222516021,1.20E-13,0.000108286253560691,0.0605253913458046,0.184776949800933,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.008,0.026,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000241256617298401,1.13E-13,9.60E-05,0.0604132367572157,0.185974895597357,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.008,0.028,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000247351224701652,1.03E-13,0.000106712009125389,0.0602026759072691,0.184710752989738,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.008,0.028,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000232177472385712,9.57E-14,8.96E-05,0.060155017849353,0.186555869908195,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.008,0.03,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000244468098366594,9.34E-14,0.000106083688940425,0.0600420485854695,0.184227405098188,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.008,0.03,0.02,1,-0.2,0.8,0.1,0,4.8,,0.00023211448361949,8.77E-14,9.03E-05,0.0600427694710162,0.185930670108916,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.004,0.032,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000206030858522975,1.22E-14,6.34E-05,0.059615596011625,0.230563094716768,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.004,0.032,0.02,1,-0.2,0.8,0.1,0,4.8,,,,,,,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.004,0.012,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000243330852364199,4.06E-14,7.97E-05,0.0608929453172625,0.238003263926269,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.004,0.012,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000215362279236555,3.88E-14,6.12E-05,0.0606338354130295,0.238403307931744,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.004,0.014,0.01,1,-0.2,0.8,0.1,0,4.8,,0.00023603668718213,2.48E-14,7.31E-05,0.0600593071602769,0.239554961133295,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.004,0.014,0.02,1,-0.2,0.8,0.1,0,4.8,,,,,,,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.004,0.016,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000235689206949608,2.10E-14,7.39E-05,0.060043581506212,0.238072873560566,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.004,0.016,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000214946814678995,2.07E-14,6.19E-05,0.0600056784232213,0.238501056841449,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.004,0.018,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000237264088987133,1.87E-14,7.49E-05,0.0598904493238867,0.236917993560602,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.004,0.018,0.02,1,-0.2,0.8,0.1,0,4.8,,0.00021272231099051,1.78E-14,6.42E-05,0.0598422137034153,0.237540643070901,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.004,0.02,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000231720978344739,1.61E-14,7.90E-05,0.0597336497070312,0.236132601745365,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.004,0.02,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000207655209067523,1.61E-14,5.74E-05,0.0597837622535076,0.236103258458087,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.004,0.022,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000231515750444635,1.54E-14,8.04E-05,0.0597068424841478,0.234833175317734,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.004,0.022,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000199818581977744,1.48E-14,4.94E-05,0.0597054349675423,0.235111620863088,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.004,0.024,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000224654524344828,1.42E-14,7.78E-05,0.0596764867496779,0.233796666080391,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.004,0.024,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000198980571523461,1.40E-14,5.00E-05,0.0596575186871433,0.234203011401438,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.004,0.026,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000220859011969027,1.34E-14,7.81E-05,0.0596348154365091,0.233059333270356,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.004,0.026,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000202243011694381,1.38E-14,6.04E-05,0.059628504886276,0.232958798225045,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.004,0.028,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000218692007809768,1.29E-14,7.90E-05,0.0596203508046216,0.232186483709515,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.004,0.028,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000194567283258418,1.30E-14,5.64E-05,0.059626157388335,0.232259029472202,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.004,0.03,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000217535660985106,1.30E-14,8.03E-05,0.0596043092416629,0.231195004670602,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.004,0.03,0.02,1,-0.2,0.8,0.1,0,4.8,,0.00019745517037509,1.28E-14,5.75E-05,0.0596161278214373,0.231227549444633,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.005,0.032,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000223543916394821,1.89E-14,7.47E-05,0.0596535933223562,0.220673176532246,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.005,0.032,0.02,1,-0.2,0.8,0.1,0,4.8,,0.00020085392743132,2.01E-14,6.50E-05,0.0596432339942028,0.218534692649353,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.005,0.012,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000265541481233872,1.17E-13,9.01E-05,0.0615639770514665,0.219107090768425,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.005,0.012,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000231738745569605,1.15E-13,6.98E-05,0.061726812431075,0.221400714929184,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.005,0.014,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000249269056109115,7.35E-14,8.37E-05,0.0614234073640294,0.222087539672178,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.005,0.014,0.02,1,-0.2,0.8,0.1,0,4.8,,,,,,,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.005,0.016,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000247816777518625,5.06E-14,8.45E-05,0.0603603318444651,0.221308748690902,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.005,0.016,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000228852306263446,4.25E-14,6.93E-05,0.0604059379242522,0.22724659803572,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.005,0.018,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000247340047633402,4.13E-14,8.55E-05,0.0601777585941197,0.221126188378088,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.005,0.018,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000228565220667265,3.18E-14,7.15E-05,0.0601276143335228,0.22765599253834,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.005,0.02,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000244557892483017,3.33E-14,8.83E-05,0.0600799061703254,0.221672829157506,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.005,0.02,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000217208561916111,3.11E-14,6.59E-05,0.0600316979825224,0.224521088894764,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.005,0.022,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000242788208480948,2.96E-14,8.93E-05,0.059804945349546,0.219804172162552,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.005,0.022,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000210484637388461,2.70E-14,6.14E-05,0.0598623546812768,0.223351711660618,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.005,0.024,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000242266261328837,2.42E-14,8.67E-05,0.0597453614834776,0.223273283850209,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.005,0.024,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000210438141345496,2.46E-14,6.22E-05,0.0597794042024045,0.222412256870365,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.005,0.026,0.01,1,-0.2,0.8,0.1,0,4.8,,0.000238531777644631,2.19E-14,8.66E-05,0.0597427554483585,0.223220381908459,
0.001,0.01,1.00E+17,3.00E+19,0.008,0.028,0.005,0.026,0.02,1,-0.2,0.8,0.1,0,4.8,,0.000213180450818397,2.32E-14,6.84E-05,0.0597227035542862,0.221111208721313,
